State Code,Firms,Labeler codecode Product Package Size,Product code,Package size Size,Period Covered,FDA Approved drug name,Generic/Brand,Application #,Comments,Gen availability,Name of Gen,Date of Gen availability,Price issue,ANDA APP#,Units Reimbursed,No. of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non-Medicaid Amount Reimbursed,,
FL,,42023,119,25,20104,TIGAN     ,,,,,,,,,102,8,367.08,367.08,0,,
FL,,42023,122,25,20104,ADRENALIN ,,,,,,,,,62,33,2174.54,2174.54,0,,
FL,,42043,140,1,20104,CEPHALEXIN,,,,,,,,,10469,368,2828.33,2816.86,11.47,,
FL,,42043,140,5,20104,CEPHALEXIN,,,,,,,,,114,2,22.44,22.44,0,,
FL,,42043,141,1,20104,CEPHALEXIN,,,,,,,,,3384,129,1183.86,1183.86,0,,
FL,,42043,141,5,20104,CEPHALEXIN,,,,,,,,,88899,3271,30646.18,30506.6,139.58,,
FL,,42043,142,38,20104,CEPHALEXIN,,,,,,,,,16600,124,1455.1,1455.1,0,,
FL,,42043,142,58,20104,CEPHALEXIN,,,,,,,,,35350,178,2748.98,2736.1,12.88,,
FL,,42043,143,38,20104,CEPHALEXIN,,,,,,,,,131456,905,13964.89,13886.62,78.27,,
FL,,42043,143,58,20104,CEPHALEXIN,,,,,,,,,192550,925,19072.84,19019.37,53.47,,
FL,,42192,103,16,20104,CLEANSING ,,,,,,,,,946,2,225.1,225.1,0,,
FL,,42192,104,6,20104,BP 10-1   ,,,,,,,,,170.1,1,66.96,66.96,0,,
FL,,42192,105,15,20104,BPO       ,,,,,,,,,935,22,1221.2,1221.2,0,,
FL,,42192,106,15,20104,BPO       ,,,,,,,,,127.5,2,131.85,131.85,0,,
FL,,42192,108,4,20104,HYDROCORTI,,,,,,,,,628,6,661.88,661.88,0,,
FL,,42192,110,3,20104,BPO       ,,,,,,,,,31.015,31,2219.29,2157.44,61.85,,
FL,,42192,111,3,20104,BPO       ,,,,,,,,,15.007,15,1111.65,1045.27,66.38,,
FL,,42192,115,15,20104,UREA      ,,,,,,,,,150,1,136.05,136.05,0,,
FL,,42192,118,7,20104,HYDROCORTI,,,,,,,,,4,4,248.62,248.62,0,,
FL,,42192,119,30,20104,HYDROCORTI,,,,,,,,,3,3,422.08,422.08,0,,
FL,,42192,308,60,20104,NICOTINAMI,,,,,,,,,60,2,42.04,42.04,0,,
FL,,42192,312,30,20104,L-METHYLFO,,,,,,,,,900,26,1722.4,1663.04,59.36,,
FL,,42192,313,90,20104,ENFOLAST-N,,,,,,,,,270,9,362.88,299.52,63.36,,
FL,,42192,314,90,20104,PNV-IRON  ,,,,,,,,,120,4,157.6,157.6,0,,
FL,,42192,315,30,20104,PNV-DHA PL,,,,,,,,,30,1,48.03,48.03,0,,
FL,,42192,316,90,20104,ENFOLAST  ,,,,,,,,,90,3,134.97,134.97,0,,
FL,,42192,317,90,20104,NEURPATH-B,,,,,,,,,3525,70,2836.73,2836.73,0,,
FL,,42192,318,30,20104,MULTINATAL,,,,,,,,,360,12,152.76,152.76,0,,
FL,,42192,319,30,20104,MULTINATAL,,,,,,,,,30,1,12.73,12.73,0,,
FL,,42192,320,90,20104,PNV-SELECT,,,,,,,,,26885,780,10974.9,10974.9,0,,
FL,,42192,321,30,20104,PNV-DHA   ,,,,,,,,,37174,1125,15348.45,15348.45,0,,
FL,,42192,323,30,20104,PNV-DHA + ,,,,,,,,,2650,75,1074.75,1074.75,0,,
FL,,42192,324,30,20104,FOLINATAL ,,,,,,,,,300,9,123.57,123.57,0,,
FL,,42192,332,30,20104,PNV-OMEGA ,,,,,,,,,600,17,652.1,652.1,0,,
FL,,42192,333,30,20104,PNV-TOTAL ,,,,,,,,,300,9,613.96,613.96,0,,
FL,,42192,513,4,20104,ENTRE-B   ,,,,,,,,,1196,9,504.2,504.2,0,,
FL,,42192,514,16,20104,ENTRE-S   ,,,,,,,,,240,1,91.57,91.57,0,,
FL,,42192,705,1,20104,CICLOPIROX,,,,,,,,,9,9,930.31,930.31,0,,
FL,,42192,708,10,20104,ANTIPYRINE,,,,,,,,,17290,1722,18108.58,18028.57,80.01,,
FL,,42192,709,18,20104,UREA      ,,,,,,,,,1,1,125.67,125.67,0,,
FL,,42192,710,15,20104,ANTIPYRINE,,,,,,,,,90,6,85.41,85.41,0,,
FL,,42211,101,11,20104,INDOCIN   ,,,,,,,,,1140,8,912.44,912.44,0,,
FL,,42227,81,5,20104,CINRYZE   ,,,,,,,,,60,3,125502.48,125502.48,0,,
FL,,42546,145,16,20104,BENZOYL PE,,,,,,,,,1440,3,257.01,257.01,0,,
FL,,42546,170,30,20104,PR NATAL 4,,,,,,,,,840,14,304.22,304.22,0,,
FL,,42546,515,30,20104,PRUET DHA ,,,,,,,,,480,8,212.24,212.24,0,,
FL,,42546,516,30,20104,PRUET DHA ,,,,,,,,,120,2,43.46,43.46,0,,
FL,,42546,517,30,20104,PR NATAL 4,,,,,,,,,360,6,159.18,159.18,0,,
FL,,42546,518,30,20104,PR NATAL 4,,,,,,,,,1350,23,490.79,490.79,0,,
FL,,42546,809,30,20104,PRUET DHA ,,,,,,,,,570,10,223.6,223.6,0,,
FL,,42546,810,30,20104,PRUET DHA ,,,,,,,,,120,2,43.46,43.46,0,,
FL,,42546,811,30,20104,PR NATAL 4,,,,,,,,,3420,48,1307.64,1299.1,8.54,,
FL,,42546,812,30,20104,PR NATAL 4,,,,,,,,,3540,59,1282.07,1267.43,14.64,,
FL,,42747,726,1,20104,SANCUSO   ,,,,,,,,,37,16,11566.38,11566.38,0,,
FL,,42769,1221,0,20104,FLUVOXAMIN,,,,,,,,,3798,62,1557.51,1515.49,42.02,,
FL,,42769,1222,0,20104,FLUVOXAMIN,,,,,,,,,411,9,172.96,172.96,0,,
FL,,42769,1225,0,20104,FLUVOXAMIN,,,,,,,,,2336,53,1020.17,954.85,65.32,,
FL,,42769,1340,3,20104,LACTULOSE ,,,,,,,,,8850,10,171.13,171.13,0,,
FL,,42769,1340,6,20104,LACTULOSE ,,,,,,,,,28627,48,603.67,589.86,13.81,,
FL,,42769,1380,7,20104,HYDROCORTI,,,,,,,,,10080,4,909.02,909.02,0,,
FL,,42799,105,1,20104,METHENAMIN,,,,,,,,,500,8,387.61,387.61,0,,
FL,,42826,601,5,20104,DUREZOL   ,,,,,,,,,125,20,2418.35,2418.35,0,,
FL,,42826,605,50,20104,ZIRGAN    ,,,,,,,,,5,1,144.18,144.18,0,,
FL,,42858,301,1,20104,HYDROMORPH,,,,,,,,,2342,41,368.57,368.57,0,,
FL,,42858,302,1,20104,HYDROMORPH,,,,,,,,,4547,37,670.99,670.99,0,,
FL,,42858,302,50,20104,HYDROMORPH,,,,,,,,,147,5,34.72,34.72,0,,
FL,,42858,303,1,20104,HYDROMORPH,,,,,,,,,10397,94,5869.6,5842.11,27.49,,
FL,,42865,100,2,20104,ZENPEP    ,,,,,,,,,15730,84,11723.73,11723.73,0,,
FL,,42865,101,2,20104,ZENPEP    ,,,,,,,,,14580,89,20030.54,20030.54,0,,
FL,,42865,102,2,20104,ZENPEP    ,,,,,,,,,12280,37,23719.37,23124.09,595.28,,
FL,,42865,103,2,20104,ZENPEP    ,,,,,,,,,104600,297,289940.68,275911.83,14028.85,,
FL,,42998,679,1,20104,SECONAL SO,,,,,,,,,360,6,1498.56,1498.56,0,,
FL,,43068,101,2,20104,FANAPT    ,,,,,,,,,210,4,1858.3,1858.3,0,,
FL,,43068,102,2,20104,FANAPT    ,,,,,,,,,456,7,4029.42,4029.42,0,,
FL,,43068,104,2,20104,FANAPT    ,,,,,,,,,354,9,3140.98,3140.98,0,,
FL,,43068,106,2,20104,FANAPT    ,,,,,,,,,2455,47,21727.08,21727.08,0,,
FL,,43068,108,2,20104,FANAPT    ,,,,,,,,,1049,21,9287.19,9287.19,0,,
FL,,43068,110,2,20104,FANAPT    ,,,,,,,,,360,6,3182.46,3182.46,0,,
FL,,43068,112,2,20104,FANAPT    ,,,,,,,,,420,7,3712.87,3712.87,0,,
FL,,43068,113,4,20104,FANAPT    ,,,,,,,,,88,11,813.45,813.45,0,,
FL,,43199,11,1,20104,HYOSCYAMIN,,,,,,,,,2930,50,1375.3,1375.3,0,,
FL,,43199,12,1,20104,HYOSCYAMIN,,,,,,,,,742,12,278.73,278.73,0,,
FL,,43199,13,1,20104,HYOSCYAMIN,,,,,,,,,1435,31,871.57,871.57,0,,
FL,,43199,14,1,20104,HYOSCYAMIN,,,,,,,,,2055,33,2103.97,2103.97,0,,
FL,,43199,15,60,20104,ERGOCALCIF,,,,,,,,,728,14,1028.99,1028.99,0,,
FL,,43199,16,15,20104,ANTIPYRINE,,,,,,,,,4560,304,1874.44,1874.44,0,,
FL,,43199,20,1,20104,METHENAMIN,,,,,,,,,30,1,39.24,39.24,0,,
FL,,43386,60,19,20104,GAVILYTE-C,,,,,,,,,1,1,14.93,14.93,0,,
FL,,43386,90,19,20104,GAVILYTE-G,,,,,,,,,4,4,70.52,70.52,0,,
FL,,43386,440,24,20104,NIFEDIPINE,,,,,,,,,1356,23,1018.37,964.23,54.14,,
FL,,43386,510,87,20104,MESALAMINE,,,,,,,,,1260,1,176.1,176.1,0,,
FL,,43478,242,45,20104,TRETINOIN ,,,,,,,,,135,3,201.06,201.06,0,,
FL,,43478,270,15,20104,HYDROCORTI,,,,,,,,,465,20,318.28,318.28,0,,
FL,,43478,270,45,20104,HYDROCORTI,,,,,,,,,1260,28,610.26,610.26,0,,
FL,,43478,271,15,20104,HYDROCORTI,,,,,,,,,150,8,87.16,87.16,0,,
FL,,43478,273,61,20104,HYDROCORTI,,,,,,,,,60,1,14.42,14.42,0,,
FL,,43478,900,88,20104,PROPRANOLO,,,,,,,,,2936,84,2660.53,2591.57,68.96,,
FL,,43478,901,88,20104,PROPRANOLO,,,,,,,,,4290,130,4272.22,4157.37,114.85,,
FL,,43478,902,88,20104,PROPRANOLO,,,,,,,,,1950,51,2215.02,2188.2,26.82,,
FL,,43478,903,88,20104,PROPRANOLO,,,,,,,,,900,22,1275.22,1275.22,0,,
FL,,43538,220,10,20104,URAMAXIN  ,,,,,,,,,100,1,107.45,107.45,0,,
FL,,43547,230,11,20104,AMLODIPINE,,,,,,,,,30,1,4.54,4.54,0,,
FL,,43547,231,9,20104,AMLODIPINE,,,,,,,,,60,2,9.42,9.42,0,,
FL,,43547,248,10,20104,METFORMIN ,,,,,,,,,180,3,17.53,17.53,0,,
FL,,43547,248,50,20104,METFORMIN ,,,,,,,,,10463,139,888.07,882.67,5.4,,
FL,,43547,249,10,20104,METFORMIN ,,,,,,,,,180,3,23.41,23.41,0,,
FL,,43547,249,50,20104,METFORMIN ,,,,,,,,,720,12,87.73,87.73,0,,
FL,,43547,250,10,20104,METFORMIN ,,,,,,,,,720,10,84.1,84.1,0,,
FL,,43547,250,50,20104,METFORMIN ,,,,,,,,,2070,32,244.8,244.8,0,,
FL,,43547,251,10,20104,CHLORDIAZE,,,,,,,,,870,15,134.54,134.54,0,,
FL,,43547,252,10,20104,CHLORDIAZE,,,,,,,,,580,9,72.75,72.75,0,,
FL,,43547,253,10,20104,CHLORDIAZE,,,,,,,,,840,11,108.45,102.23,6.22,,
FL,,43547,254,10,20104,CARVEDILOL,,,,,,,,,4316,77,581.48,581.48,0,,
FL,,43547,255,10,20104,CARVEDILOL,,,,,,,,,5310,97,730.27,730.27,0,,
FL,,43547,256,10,20104,CARVEDILOL,,,,,,,,,7292,123,947.62,947.62,0,,
FL,,43547,257,10,20104,CARVEDILOL,,,,,,,,,6274,101,788.65,788.65,0,,
FL,,44087,4,7,20104,SEROSTIM  ,,,,,,,,,98,6,18202.22,18202.22,0,,
FL,,44087,5,7,20104,SEROSTIM  ,,,,,,,,,56,2,12993.28,12993.28,0,,
FL,,44087,6,7,20104,SEROSTIM  ,,,,,,,,,84,3,23385.96,23385.96,0,,
FL,,44087,22,3,20104,REBIF     ,,,,,,,,,126,29,54918.82,54918.82,0,,
FL,,44087,44,3,20104,REBIF     ,,,,,,,,,1573.5,273,685498.68,684849.93,648.75,,
FL,,44087,1005,2,20104,SAIZEN    ,,,,,,,,,564,75,177603.02,177603.02,0,,
FL,,44087,1080,1,20104,SAIZEN    ,,,,,,,,,2220,424,1118882.18,1115981.65,2900.53,,
FL,,44087,1088,1,20104,SAIZEN    ,,,,,,,,,1482,213,746228.43,746228.43,0,,
FL,,44087,1520,1,20104,NOVANTRONE,,,,,,,,,10,1,163.32,163.32,0,,
FL,,44087,8822,1,20104,REBIF     ,,,,,,,,,46.2,11,28752.02,28752.02,0,,
FL,,44183,201,30,20104,TRIP-PSE  ,,,,,,,,,1256,44,1959.81,1925.8,34.01,,
FL,,44183,208,16,20104,PYRIL D   ,,,,,,,,,340,3,97.21,97.21,0,,
FL,,44183,210,16,20104,PYRIL DM  ,,,,,,,,,2610,23,1029.07,916.63,112.44,,
FL,,44183,311,16,20104,BPM-PSE-DM,,,,,,,,,630,5,106.74,106.74,0,,
FL,,44183,313,16,20104,BPM-PHENYL,,,,,,,,,480,4,85.24,85.24,0,,
FL,,44183,512,4,20104,V-HIST    ,,,,,,,,,2130,6,604.08,604.08,0,,
FL,,44183,514,4,20104,V-COF     ,,,,,,,,,358,4,115.45,115.45,0,,
FL,,44183,515,16,20104,PHENYLEPH-,,,,,,,,,14706,129,5494.84,5344.59,150.25,,
FL,,44206,251,5,20104,ALBURX    ,,,,,,,,,100,1,110.13,110.13,0,,
FL,,44206,251,10,20104,ALBURX    ,,,,,,,,,100,1,117,117,0,,
FL,,44206,300,1,20104,RHOPHYLAC ,,,,,,,,,179.867,187,19137.88,19062.86,75.02,,
FL,,44206,300,10,20104,RHOPHYLAC ,,,,,,,,,78.234,80,8908.58,8908.58,0,,
FL,,44206,310,25,20104,ALBURX    ,,,,,,,,,2000,5,1487.65,1487.65,0,,
FL,,44206,417,6,20104,CARIMUNE N,,,,,,,,,7.75,5,2374.47,2374.47,0,,
FL,,44206,436,5,20104,PRIVIGEN  ,,,,,,,,,23.5,12,5449.95,5449.95,0,,
FL,,44206,437,10,20104,PRIVIGEN  ,,,,,,,,,36.05,33,14430.47,14430.47,0,,
FL,,44206,438,20,20104,PRIVIGEN  ,,,,,,,,,19.63,24,25396.32,25396.32,0,,
FL,,44206,3101,10,20104,CYTOGAM   ,,,,,,,,,150,1,200.12,200.12,0,,
FL,,44946,1012,5,20104,MVC-FLUORI,,,,,,,,,154,5,44.21,44.21,0,,
FL,,44946,1013,5,20104,MVC-FLUORI,,,,,,,,,1250,41,360.41,360.41,0,,
FL,,44946,1014,5,20104,MVC-FLUORI,,,,,,,,,428,14,123.26,123.26,0,,
FL,,44946,1015,3,20104,LUDENT FLU,,,,,,,,,270,9,42.12,42.12,0,,
FL,,44946,1016,3,20104,LUDENT FLU,,,,,,,,,998,33,153.7,153.7,0,,
FL,,44946,1017,3,20104,LUDENT FLU,,,,,,,,,570,19,88.98,88.98,0,,
FL,,44946,1032,8,20104,SODIUM FLU,,,,,,,,,100,2,17.06,17.06,0,,
FL,,45802,4,2,20104,HYDROCORTI,,,,,,,,,17767.4,534,3723.93,3706.51,17.42,,
FL,,45802,4,3,20104,HYDROCORTI,,,,,,,,,22387.3,653,4034.95,4034.04,0.91,,
FL,,45802,14,2,20104,HYDROCORTI,,,,,,,,,9762.5,303,2015.55,2003.82,11.73,,
FL,,45802,14,5,20104,HYDROCORTI,,,,,,,,,3962,12,338.6,338.6,0,,
FL,,45802,21,46,20104,BETAMETHAS,,,,,,,,,1200,17,148.52,148.52,0,,
FL,,45802,40,64,20104,SELENIUM S,,,,,,,,,192378,1406,12948.51,12925.5,23.01,,
FL,,45802,46,11,20104,GENTAMICIN,,,,,,,,,2910,78,533.62,533.62,0,,
FL,,45802,46,35,20104,GENTAMICIN,,,,,,,,,2325,101,594.24,594.24,0,,
FL,,45802,48,11,20104,NYSTATIN  ,,,,,,,,,79280,2120,13722.01,13708.68,13.33,,
FL,,45802,48,35,20104,NYSTATIN  ,,,,,,,,,14505,663,3552.47,3549.75,2.72,,
FL,,45802,49,35,20104,TRIAMCINOL,,,,,,,,,6425,169,1812.57,1797.46,15.11,,
FL,,45802,54,5,20104,TRIAMCINOL,,,,,,,,,2270,5,88.86,88.86,0,,
FL,,45802,54,35,20104,TRIAMCINOL,,,,,,,,,7635,224,1077.25,1076.03,1.22,,
FL,,45802,54,36,20104,TRIAMCINOL,,,,,,,,,480,6,37.44,37.44,0,,
FL,,45802,55,5,20104,TRIAMCINOL,,,,,,,,,114515.2,270,6067.65,6001.59,66.06,,
FL,,45802,55,35,20104,TRIAMCINOL,,,,,,,,,48510,1415,7443.38,7436.62,6.76,,
FL,,45802,55,36,20104,TRIAMCINOL,,,,,,,,,93230,1134,8379.68,8342.78,36.9,,
FL,,45802,56,11,20104,GENTAMICIN,,,,,,,,,2565,79,503.96,503.65,0.31,,
FL,,45802,56,35,20104,GENTAMICIN,,,,,,,,,2505,106,648.17,643.89,4.28,,
FL,,45802,59,11,20104,NYSTATIN  ,,,,,,,,,19919,573,3491.96,3491.96,0,,
FL,,45802,59,35,20104,NYSTATIN  ,,,,,,,,,2955,127,673.59,673.1,0.49,,
FL,,45802,63,5,20104,TRIAMCINOL,,,,,,,,,8158,20,338.79,328.8,9.99,,
FL,,45802,63,35,20104,TRIAMCINOL,,,,,,,,,4200,146,681.6,681.6,0,,
FL,,45802,63,36,20104,TRIAMCINOL,,,,,,,,,10095,109,729.61,725.65,3.96,,
FL,,45802,64,5,20104,TRIAMCINOL,,,,,,,,,102278.6,268,5194.09,5146.01,48.08,,
FL,,45802,64,35,20104,TRIAMCINOL,,,,,,,,,69831,2273,11358.48,11339.7,18.78,,
FL,,45802,64,36,20104,TRIAMCINOL,,,,,,,,,133596,1626,11552.37,11526.04,26.33,,
FL,,45802,65,35,20104,TRIAMCINOL,,,,,,,,,9240,261,2519.92,2519.92,0,,
FL,,45802,83,86,20104,ERYTHROMYC,,,,,,,,,93.2,2,116.92,116.92,0,,
FL,,45802,98,28,20104,MESALAMINE,,,,,,,,,6720,4,934.2,934.2,0,,
FL,,45802,98,51,20104,MESALAMINE,,,,,,,,,35280,25,5643.31,5643.31,0,,
FL,,45802,112,22,20104,MUPIROCIN ,,,,,,,,,87064,3661,51967.53,51801.71,165.82,,
FL,,45802,118,46,20104,MOMETASONE,,,,,,,,,11130,176,4271.37,4271.37,0,,
FL,,45802,118,59,20104,MOMETASONE,,,,,,,,,2610,80,1183.58,1183.58,0,,
FL,,45802,119,37,20104,MOMETASONE,,,,,,,,,6345,235,2797.14,2795.45,1.69,,
FL,,45802,119,42,20104,MOMETASONE,,,,,,,,,13050,283,4994.29,4950.01,44.28,,
FL,,45802,129,32,20104,HALOBETASO,,,,,,,,,3645,60,1767.57,1767.57,0,,
FL,,45802,129,35,20104,HALOBETASO,,,,,,,,,885,20,450.04,450.04,0,,
FL,,45802,131,32,20104,HALOBETASO,,,,,,,,,2100,35,1072.43,1072.43,0,,
FL,,45802,131,35,20104,HALOBETASO,,,,,,,,,525,18,304.1,304.1,0,,
FL,,45802,138,11,20104,CICLOPIROX,,,,,,,,,525,16,216.87,216.87,0,,
FL,,45802,138,18,20104,CICLOPIROX,,,,,,,,,360,4,109.44,109.44,0,,
FL,,45802,138,35,20104,CICLOPIROX,,,,,,,,,195,8,83.75,83.75,0,,
FL,,45802,141,67,20104,CICLOPIROX,,,,,,,,,3731,549,6646.41,6637.14,9.27,,
FL,,45802,170,3,20104,UREA      ,,,,,,,,,56.7,1,10.74,10.74,0,,
FL,,45802,170,53,20104,UREA      ,,,,,,,,,340.15,4,56.4,56.4,0,,
FL,,45802,170,77,20104,UREA      ,,,,,,,,,12312.6,62,1794.06,1794.06,0,,
FL,,45802,171,56,20104,UREA      ,,,,,,,,,90,5,205.87,205.87,0,,
FL,,45802,176,55,20104,UREA      ,,,,,,,,,5915,25,909.18,909.18,0,,
FL,,45802,182,2,20104,TRETINOIN ,,,,,,,,,20,1,19.01,19.01,0,,
FL,,45802,183,2,20104,TRETINOIN ,,,,,,,,,20,1,39.35,39.35,0,,
FL,,45802,205,65,20104,ONDANSETRO,,,,,,,,,10,1,6.33,6.33,0,,
FL,,45802,221,11,20104,FLUTICASON,,,,,,,,,720,18,265.77,265.77,0,,
FL,,45802,221,35,20104,FLUTICASON,,,,,,,,,390,15,152.29,152.29,0,,
FL,,45802,221,37,20104,FLUTICASON,,,,,,,,,1440,24,450.68,434.93,15.75,,
FL,,45802,222,11,20104,FLUTICASON,,,,,,,,,12315,384,4810.71,4810.71,0,,
FL,,45802,222,35,20104,FLUTICASON,,,,,,,,,3465,137,1466.59,1466.59,0,,
FL,,45802,222,37,20104,FLUTICASON,,,,,,,,,40545,675,13435.13,13407.71,27.42,,
FL,,45802,257,35,20104,MOMETASONE,,,,,,,,,20800,761,12015.3,11920.62,94.68,,
FL,,45802,257,42,20104,MOMETASONE,,,,,,,,,40715,863,20618.27,20470.38,147.89,,
FL,,45802,263,37,20104,CLINDAMYCI,,,,,,,,,21030,351,9635.01,9590.81,44.2,,
FL,,45802,263,93,20104,CLINDAMYCI,,,,,,,,,276,4,124.1,124.1,0,,
FL,,45802,269,37,20104,PERMETHRIN,,,,,,,,,225063,3396,76021.36,75710.76,310.6,,
FL,,45802,303,21,20104,PREDNISONE,,,,,,,,,2225,106,827.25,827.25,0,,
FL,,45802,303,67,20104,PREDNISONE,,,,,,,,,2208,46,584.98,584.98,0,,
FL,,45802,338,94,20104,HYDROQUINO,,,,,,,,,180,6,518.68,518.68,0,,
FL,,45802,361,42,20104,TRETINOIN ,,,,,,,,,65,2,87.93,87.93,0,,
FL,,45802,362,35,20104,TRETINOIN ,,,,,,,,,30,2,41.72,41.72,0,,
FL,,45802,376,32,20104,BETAMETHAS,,,,,,,,,4555,90,2067.82,2067.82,0,,
FL,,45802,376,35,20104,BETAMETHAS,,,,,,,,,495,22,269.29,269.29,0,,
FL,,45802,400,46,20104,CICLOPIROX,,,,,,,,,420,7,177.06,177.06,0,,
FL,,45802,400,49,20104,CICLOPIROX,,,,,,,,,360,11,192.3,192.3,0,,
FL,,45802,410,59,20104,NASAL SPRA,,,,,,,,,30,1,5.93,5.93,0,,
FL,,45802,419,26,20104,AMMONIUM L,,,,,,,,,221400,557,9537.08,9537.08,0,,
FL,,45802,419,54,20104,AMMONIUM L,,,,,,,,,151992,657,7557.2,7557.2,0,,
FL,,45802,422,35,20104,DESONIDE  ,,,,,,,,,13365,502,3442.96,3438.28,4.68,,
FL,,45802,422,37,20104,DESONIDE  ,,,,,,,,,33900,563,6105.88,6102.99,2.89,,
FL,,45802,423,35,20104,DESONIDE  ,,,,,,,,,4485,168,1181.42,1181.42,0,,
FL,,45802,423,37,20104,DESONIDE  ,,,,,,,,,8820,134,1605.54,1598.29,7.25,,
FL,,45802,437,32,20104,CLOBETASOL,,,,,,,,,1800,35,1933.07,1874.82,58.25,,
FL,,45802,437,33,20104,CLOBETASOL,,,,,,,,,5200,52,5401.24,5401.24,0,,
FL,,45802,455,35,20104,HYDROCORTI,,,,,,,,,21361.111,849,6751.26,6735.65,15.61,,
FL,,45802,455,37,20104,HYDROCORTI,,,,,,,,,30030,492,6844.32,6832.3,12.02,,
FL,,45802,455,42,20104,HYDROCORTI,,,,,,,,,17310,372,4280.19,4261.19,19,,
FL,,45802,465,64,20104,KETOCONAZO,,,,,,,,,574856,4384,91129.91,90830.41,299.5,,
FL,,45802,466,11,20104,ECONAZOLE ,,,,,,,,,4835,127,1705.62,1675.44,30.18,,
FL,,45802,466,35,20104,ECONAZOLE ,,,,,,,,,1740,59,662.59,662.59,0,,
FL,,45802,466,53,20104,ECONAZOLE ,,,,,,,,,6310,77,1892.58,1873.61,18.97,,
FL,,45802,486,78,20104,DOCUSATE S,,,,,,,,,19197,376,1490.7,1490.7,0,,
FL,,45802,493,26,20104,AMMONIUM L,,,,,,,,,131310,343,8452.37,8364.38,87.99,,
FL,,45802,493,83,20104,AMMONIUM L,,,,,,,,,201370,834,14125.88,14125.88,0,,
FL,,45802,495,37,20104,DESOXIMETA,,,,,,,,,60,1,77.28,77.28,0,,
FL,,45802,594,65,20104,LEVOCETIRI,,,,,,,,,30,1,80.89,80.89,0,,
FL,,45802,616,78,20104,CITALOPRAM,,,,,,,,,42,1,8.99,8.99,0,,
FL,,45802,626,26,20104,CETIRIZINE,,,,,,,,,58307,534,3784,3784,0,,
FL,,45802,642,87,20104,ASPIRIN   ,,,,,,,,,5126,160,241.52,241.52,0,,
FL,,45802,650,65,20104,LORATADINE,,,,,,,,,2843,108,551.95,551.95,0,,
FL,,45802,650,78,20104,LORATADINE,,,,,,,,,9060,305,1658.23,1658.23,0,,
FL,,45802,650,87,20104,LORATADINE,,,,,,,,,386939,13308,65823.38,65819.04,4.34,,
FL,,45802,660,32,20104,CLINDAMYCI,,,,,,,,,400,7,1022.12,1022.12,0,,
FL,,45802,660,33,20104,CLINDAMYCI,,,,,,,,,200,2,467.32,266.16,201.16,,
FL,,45802,717,8,20104,TERCONAZOL,,,,,,,,,1212,404,15827.01,15793.58,33.43,,
FL,,45802,721,62,20104,CETIRIZINE,,,,,,,,,5912,167,4185.63,4185.63,0,,
FL,,45802,733,21,20104,PREDNISONE,,,,,,,,,1932,92,714.81,713.49,1.32,,
FL,,45802,733,67,20104,PREDNISONE,,,,,,,,,1680,35,415.8,415.8,0,,
FL,,45802,758,30,20104,PROMETHAZI,,,,,,,,,5408,660,5672.89,5661.18,11.71,,
FL,,45802,759,30,20104,PROMETHAZI,,,,,,,,,12739,785,11351.92,11333.91,18.01,,
FL,,45802,770,78,20104,GLIMEPIRID,,,,,,,,,5092,148,734.34,729.8,4.54,,
FL,,45802,822,78,20104,GLIMEPIRID,,,,,,,,,13903,335,2098.88,2095.85,3.03,,
FL,,45802,868,3,20104,POLYETHYLE,,,,,,,,,1020,2,37.06,37.06,0,,
FL,,45802,888,30,20104,OMEPRAZOLE,,,,,,,,,9943,291,6759.89,6742.5,17.39,,
FL,,45802,888,55,20104,OMEPRAZOLE,,,,,,,,,1162,32,712.74,712.74,0,,
FL,,45802,901,94,20104,SODIUM SUL,,,,,,,,,240,8,354.74,354.74,0,,
FL,,45802,905,96,20104,BENZOYL PE,,,,,,,,,8400,139,2438.71,2438.71,0,,
FL,,45802,907,34,20104,BENZOYL PE,,,,,,,,,51880,227,5298.83,5298.83,0,,
FL,,45802,910,1,20104,BENZOYL PE,,,,,,,,,8220,92,1337.3,1337.3,0,,
FL,,45802,910,96,20104,BENZOYL PE,,,,,,,,,57100,933,12026,12002.28,23.72,,
FL,,45802,913,1,20104,BENZOYL PE,,,,,,,,,49948.942,330,4632.49,4601.01,31.48,,
FL,,45802,913,26,20104,BENZOYL PE,,,,,,,,,13112.922,104,1273.86,1273.86,0,,
FL,,45802,913,34,20104,BENZOYL PE,,,,,,,,,215165.131,900,18077.75,18025.11,52.64,,
FL,,45802,915,1,20104,BENZOYL PE,,,,,,,,,1885,22,442.3,442.3,0,,
FL,,45802,915,96,20104,BENZOYL PE,,,,,,,,,24069.5,399,6565.56,6565.38,0.18,,
FL,,45802,918,1,20104,BENZOYL PE,,,,,,,,,5794,39,633.57,633.57,0,,
FL,,45802,918,34,20104,BENZOYL PE,,,,,,,,,100416,442,10267.93,10208.76,59.17,,
FL,,45802,919,39,20104,CETIRIZINE,,,,,,,,,3382,117,1244.57,1244.57,0,,
FL,,45802,919,87,20104,CETIRIZINE,,,,,,,,,124186,4251,37507.71,37497.91,9.8,,
FL,,45802,921,96,20104,BENZOYL PE,,,,,,,,,3300,55,959.96,959.96,0,,
FL,,45802,923,41,20104,MESALAMINE,,,,,,,,,7140,5,2059.67,2059.67,0,,
