State Code,Firms,Labeler codecode Product Package Size,Product code,Package size Size,Period Covered,FDA Approved drug name,Generic/Brand,Application #,Comments,Gen availability,Name of Gen,Date of Gen availability,Price issue,ANDA APP#,Units Reimbursed,No. of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non-Medicaid Amount Reimbursed,
FL,,597,31,12,20064,CATAPRES-T,,,,,,,,,2037,499,35407.13,31112.41,4294.72,
FL,,597,32,12,20064,CATAPRES-T,,,,,,,,,2759,685,79917.98,71493.37,8424.61,
FL,,597,33,34,20064,CATAPRES-T,,,,,,,,,3348,826,133003.24,126246,6757.24,
FL,,597,34,1,20064,MOBIC 7.5 ,,,,,,,,,120,2,106.02,0,0,
FL,,597,39,28,20064,MICARDIS 2,,,,,,,,,371,14,654.44,0,0,
FL,,597,39,37,20064,MICARDIS 2,,,,,,,,,1291,43,2348.21,0,0,
FL,,597,40,28,20064,MICARDIS 4,,,,,,,,,568,19,907.95,0,0,
FL,,597,40,37,20064,MICARDIS 4,,,,,,,,,8434,284,15496.87,15427.27,69.6,
FL,,597,41,28,20064,MICARDIS 8,,,,,,,,,178,6,300.65,0,0,
FL,,597,41,37,20064,MICARDIS 8,,,,,,,,,7728,257,15125.05,14925.29,199.76,
FL,,597,42,28,20064,MICARDIS H,,,,,,,,,179,6,373.72,0,0,
FL,,597,42,37,20064,MICARDIS H,,,,,,,,,3362,113,8080.84,0,0,
FL,,597,43,37,20064,MICARDIS H,,,,,,,,,4465,145,8620.05,0,0,
FL,,597,44,28,20064,MICARDIS H,,,,,,,,,300,10,556.3,0,0,
FL,,597,44,37,20064,MICARDIS H,,,,,,,,,7351,237,15660.42,15633.98,26.44,
FL,,597,46,60,20064,VIRAMUNE 2,,,,,,,,,96624,1632,639692.93,626801.23,12891.7,
FL,,597,47,24,20064,VIRAMUNE 5,,,,,,,,,86436.432,115,31482.16,31482.16,0,
FL,,597,58,1,20064,FLOMAX 0.4,,,,,,,,,51323,1703,117401.82,110339.21,7062.61,
FL,,597,70,17,20064,ALUPENT 65,,,,,,,,,98,4,260.84,0,0,
FL,,597,75,6,20064,SPIRIVA 18,,,,,,,,,210,7,1142.55,1142.55,0,
FL,,597,75,37,20064,SPIRIVA 18,,,,,,,,,132480,4376,539486.99,527380.87,12106.12,
FL,,597,82,14,20064,ATROVENT I,,,,,,,,,882,54,3998.65,0,0,
FL,,597,83,53,20064,MIRAPEX 0.,,,,,,,,,1694,39,2695.39,2396.57,298.82,
FL,,597,84,61,20064,MIRAPEX 0.,,,,,,,,,300,3,37.5,0,0,
FL,,597,84,90,20064,MIRAPEX 0.,,,,,,,,,1811,29,2617.99,0,0,
FL,,597,85,61,20064,MIRAPEX 0.,,,,,,,,,60,2,142.08,0,0,
FL,,597,85,90,20064,MIRAPEX 0.,,,,,,,,,1950,34,2642.48,0,0,
FL,,597,87,17,20064,ATROVENT H,,,,,,,,,17634.3,1280,109512.24,108896.51,615.73,
FL,,597,90,90,20064,MIRAPEX 1 ,,,,,,,,,1539,17,4432.86,1644.82,2788.04,
FL,,597,91,90,20064,MIRAPEX 1.,,,,,,,,,911,13,1976.51,0,0,
FL,,597,183,90,20064,MIRAPEX 0.,,,,,,,,,3528,62,5754.89,5754.89,0,
FL,,597,184,61,20064,MIRAPEX 0.,,,,,,,,,244,5,433.34,0,0,
FL,,597,184,90,20064,MIRAPEX 0.,,,,,,,,,5008,83,8537.15,8537.15,0,
FL,,597,185,61,20064,MIRAPEX 0.,,,,,,,,,402,4,839.96,0,0,
FL,,597,185,90,20064,MIRAPEX 0.,,,,,,,,,3401,55,7452.82,7271,181.82,
FL,,597,190,61,20064,MIRAPEX 1 ,,,,,,,,,180,4,417.77,0,0,
FL,,597,190,90,20064,MIRAPEX 1 ,,,,,,,,,2109,31,4609.28,4609.28,0,
FL,,597,191,61,20064,MIRAPEX 1.,,,,,,,,,120,1,271.46,0,0,
FL,,597,191,90,20064,MIRAPEX 1.,,,,,,,,,2230,26,4844.34,0,0,
FL,,603,24,36,20064,ASPIRIN 81,,,,,,,,,90,3,14.64,0,0,
FL,,603,25,22,20064,ASPIRIN 81,,,,,,,,,13844,463,2105.97,0,0,
FL,,603,25,32,20064,ASPIRIN 81,,,,,,,,,68560,2265,9725.1,9725.1,0,
FL,,603,166,21,20064,ENTERIC CO,,,,,,,,,1380,46,165.7,0,0,
FL,,603,167,2,20064,ASPIRIN 32,,,,,,,,,540,18,59.98,0,0,
FL,,603,167,21,20064,ASPIRIN 32,,,,,,,,,26101,860,3254.53,0,0,
FL,,603,167,32,20064,ASPIRIN 32,,,,,,,,,14146,470,2043.38,0,0,
FL,,603,1005,40,20064,ALBUTEROL ,,,,,,,,,1350,5,176.4,0,0,
FL,,603,1006,43,20064,ALBUTEROL ,,,,,,,,,120,4,44.29,0,0,
FL,,603,1007,58,20064,ALBUTEROL ,,,,,,,,,5137.64,47,337.02,0,0,
FL,,603,1010,58,20064,AMANTADINE,,,,,,,,,585,5,41.39,0,0,
FL,,603,1020,58,20064,ACETAMINOP,,,,,,,,,3050,23,147.64,0,0,
FL,,603,1044,58,20064,BROMOPHED ,,,,,,,,,5540,41,320.52,0,0,
FL,,603,1062,45,20064,CARDEC DRO,,,,,,,,,270,9,75.24,0,0,
FL,,603,1063,54,20064,CARDEC SYR,,,,,,,,,4770,35,304.81,0,0,
FL,,603,1063,58,20064,CARDEC SYR,,,,,,,,,17831.728,154,1238.63,0,0,
FL,,603,1064,45,20064,CARDEC-DM ,,,,,,,,,420,14,173.25,0,0,
FL,,603,1065,54,20064,CARDEC DM ,,,,,,,,,22185,204,1799.28,0,0,
FL,,603,1065,58,20064,CARDEC DM ,,,,,,,,,111087.748,903,8462.49,8462.49,0,
FL,,603,1068,45,20064,CARDEC DM ,,,,,,,,,510,17,346.63,0,0,
FL,,603,1075,58,20064,CHERATUSSI,,,,,,,,,72402,540,3157.11,3157.11,0,
FL,,603,1078,58,20064,CHERATUSSI,,,,,,,,,32035,219,1474.47,0,0,
FL,,603,1088,58,20064,CHLORAL HY,,,,,,,,,37079.5,196,1348.18,1342.53,5.65,
FL,,603,1096,54,20064,CLEMASTINE,,,,,,,,,3210,12,217.05,0,0,
FL,,603,1181,58,20064,DRITUSS DM,,,,,,,,,1320,9,74.19,0,0,
FL,,603,1182,58,20064,DRITUSS HD,,,,,,,,,2145,15,99.5,99.5,0,
FL,,603,1244,47,20064,SODIUM FLU,,,,,,,,,7430,149,1241.01,0,0,
FL,,603,1270,54,20064,GRANUL-DER,,,,,,,,,15762.6,132,2255.53,2121.45,134.08,
FL,,603,1284,58,20064,H-C TUSSIV,,,,,,,,,267157,1978,14519.35,14519.35,0,
FL,,603,1295,58,20064,HYDROCODON,,,,,,,,,80077,334,4253.4,4253.4,0,
FL,,603,1310,58,20064,HYDROXYZIN,,,,,,,,,373654.5,2353,15465.2,15447.88,17.32,
FL,,603,1314,73,20064,HYOSCYAMIN,,,,,,,,,3240,195,1698.83,0,0,
FL,,603,1315,58,20064,HYOSCYAMIN,,,,,,,,,1150,8,52.21,0,0,
FL,,603,1329,58,20064,IOPHEN-C N,,,,,,,,,2780,21,125.84,0,0,
FL,,603,1330,58,20064,IOPHEN-DM ,,,,,,,,,137175,1031,7598.27,7598.27,0,
FL,,603,1378,56,20064,LACTULOSE ,,,,,,,,,5706,15,158.76,0,0,
FL,,603,1378,58,20064,LACTULOSE ,,,,,,,,,95588,157,2118.91,0,0,
FL,,603,1378,59,20064,LACTULOSE ,,,,,,,,,207377,140,4033.49,4033.49,0,
FL,,603,1378,65,20064,LACTULOSE ,,,,,,,,,50392,31,972.56,0,0,
FL,,603,1422,58,20064,METAPROTER,,,,,,,,,3680,12,132.16,0,0,
FL,,603,1435,58,20064,METOCLOPRA,,,,,,,,,8105,35,238.64,238.64,0,
FL,,603,1449,47,20064,MULTIVITS ,,,,,,,,,6330,126,840.87,0,0,
FL,,603,1450,47,20064,MULTIVITS ,,,,,,,,,1000,20,136.6,0,0,
FL,,603,1452,47,20064,MULTI-VIT/,,,,,,,,,9250,185,1271.47,0,0,
FL,,603,1453,47,20064,MULTI-VIT/,,,,,,,,,350,7,47.53,0,0,
FL,,603,1481,49,20064,NYSTATIN 1,,,,,,,,,41747,661,10356.44,10350.66,5.78,
FL,,603,1481,58,20064,NYSTATIN 1,,,,,,,,,104722.6,899,22583.03,22583.03,0,
FL,,603,1490,58,20064,OXYBUTYNIN,,,,,,,,,535,3,44.79,0,0,
FL,,603,1491,58,20064,OXYBUTYNIN,,,,,,,,,34969,162,2783.4,2627.64,155.76,
FL,,603,1508,58,20064,PHENOBARBI,,,,,,,,,1584036,3127,32869.05,32382.86,486.19,
FL,,603,1521,54,20064,PHENYLHIST,,,,,,,,,1350,3,35.91,0,0,
FL,,603,1521,58,20064,PHENYLHIST,,,,,,,,,1485,13,76.72,0,0,
FL,,603,1532,58,20064,POTASSIUM ,,,,,,,,,73821,139,1055.33,949.37,105.96,
FL,,603,1534,58,20064,POTASSIUM ,,,,,,,,,253483,463,3541.73,3240.61,301.12,
FL,,603,1534,60,20064,POTASSIUM ,,,,,,,,,1440,3,21.48,0,0,
FL,,603,1535,58,20064,POTASSIUM ,,,,,,,,,2393,8,48.45,0,0,
FL,,603,1536,58,20064,POTASSIUM ,,,,,,,,,13273.108,38,268.3,0,0,
FL,,603,1584,58,20064,PROMETHAZI,,,,,,,,,1720,16,107.54,0,0,
FL,,603,1586,58,20064,PROMETHAZI,,,,,,,,,60,1,5.24,0,0,
FL,,603,1609,58,20064,Q-V TUSSIN,,,,,,,,,1500,12,87.52,0,0,
FL,,603,1625,58,20064,QUINDAL-HD,,,,,,,,,540,3,34.02,0,0,
FL,,603,1635,58,20064,QUINTEX LI,,,,,,,,,32827,245,3493.74,0,0,
FL,,603,1785,47,20064,TRI-VIT/FL,,,,,,,,,600,12,80.52,0,0,
FL,,603,1787,47,20064,TRI-VIT/FL,,,,,,,,,400,8,57.36,0,0,
FL,,603,1840,58,20064,VALPROIC A,,,,,,,,,8344,14,328.36,328.36,0,
FL,,603,1853,58,20064,VI-Q-TUSS ,,,,,,,,,6214.25,41,389.1,0,0,
FL,,603,2115,21,20064,ALLOPURINO,,,,,,,,,5573,126,842.58,0,0,
FL,,603,2115,32,20064,ALLOPURINO,,,,,,,,,1864,39,264.69,264.69,0,
FL,,603,2116,21,20064,ALLOPURINO,,,,,,,,,3540,117,834.75,0,0,
FL,,603,2116,28,20064,ALLOPURINO,,,,,,,,,1696,52,384.64,0,0,
FL,,603,2116,32,20064,ALLOPURINO,,,,,,,,,660,19,144.66,0,0,
FL,,603,2212,21,20064,AMITRIPTYL,,,,,,,,,9293,205,1218.11,1218.11,0,
FL,,603,2212,32,20064,AMITRIPTYL,,,,,,,,,9102,187,1140.14,0,0,
FL,,603,2213,21,20064,AMITRIPTYL,,,,,,,,,23393,560,3541.12,3506.98,34.14,
FL,,603,2213,32,20064,AMITRIPTYL,,,,,,,,,35482,922,5668.11,5635.07,33.04,
FL,,603,2214,21,20064,AMITRIPTYL,,,,,,,,,20156,512,3271.35,3271.35,0,
FL,,603,2214,32,20064,AMITRIPTYL,,,,,,,,,15928,436,2722.87,0,0,
FL,,603,2215,21,20064,AMITRIPTYL,,,,,,,,,6573,166,1427.94,1427.94,0,
FL,,603,2216,21,20064,AMITRIPTYL,,,,,,,,,11402,336,2832.84,0,0,
FL,,603,2217,21,20064,AMITRIPTYL,,,,,,,,,2213,64,708.64,0,0,
FL,,603,2338,21,20064,ACETAMINOP,,,,,,,,,257,7,53.67,0,0,
FL,,603,2338,32,20064,ACETAMINOP,,,,,,,,,144,6,31.43,0,0,
FL,,603,2361,21,20064,ASPIRIN/CO,,,,,,,,,800,4,107.18,0,0,
FL,,603,2362,21,20064,ASPIRIN/CO,,,,,,,,,180,2,42.26,0,0,
FL,,603,2406,21,20064,BACLOFEN 1,,,,,,,,,240,1,53.84,0,0,
FL,,603,2426,21,20064,BENZONATAT,,,,,,,,,41,2,22.38,0,0,
FL,,603,2426,28,20064,BENZONATAT,,,,,,,,,42,2,22.4,0,0,
FL,,603,2540,21,20064,APAP/BUTAL,,,,,,,,,4479,85,1617.67,0,0,
FL,,603,2544,21,20064,BUTALBITAL,,,,,,,,,14798,297,3770.1,3770.1,0,
FL,,603,2544,28,20064,BUTALBITAL,,,,,,,,,140137,2991,35992.18,35789.14,203.04,
FL,,603,2544,32,20064,BUTALBITAL,,,,,,,,,3198,52,750.21,0,0,
FL,,603,2545,21,20064,BUTALBITAL,,,,,,,,,18565,338,7490.85,7380.32,110.53,
FL,,603,2545,28,20064,BUTALBITAL,,,,,,,,,440,11,189.36,0,0,
FL,,603,2546,21,20064,BUTALBITAL,,,,,,,,,602,13,226.08,226.08,0,
FL,,603,2547,21,20064,BUTALBITAL,,,,,,,,,430,7,262.97,0,0,
FL,,603,2547,28,20064,BUTALBITAL,,,,,,,,,1578,25,873.45,0,0,
FL,,603,2548,21,20064,BUTALBITAL,,,,,,,,,670,13,163.12,0,0,
FL,,603,2550,21,20064,BUTALBITAL,,,,,,,,,1730,22,926.24,0,0,
FL,,603,2553,21,20064,BUTALBITAL,,,,,,,,,8684,192,6074.87,6074.87,0,
FL,,603,2582,21,20064,CARISOPROD,,,,,,,,,16655,245,5215.47,5168.29,47.18,
FL,,603,2582,28,20064,CARISOPROD,,,,,,,,,258565,3589,79894.65,79084.28,810.37,
FL,,603,2582,32,20064,CARISOPROD,,,,,,,,,73816,1053,22570.11,22456.87,113.24,
FL,,603,2584,21,20064,CARISOPROD,,,,,,,,,120,2,181.45,0,0,
FL,,603,2784,21,20064,CHLORPHENI,,,,,,,,,586,15,105.44,0,0,
FL,,603,2785,21,20064,CHLORPHENI,,,,,,,,,2350,46,403.78,0,0,
FL,,603,2785,32,20064,CHLORPHENI,,,,,,,,,480,8,76.72,0,0,
FL,,603,2948,32,20064,CLONAZEPAM,,,,,,,,,1085,16,128.33,128.33,0,
FL,,603,2949,28,20064,CLONAZEPAM,,,,,,,,,120,2,17.5,0,0,
FL,,603,2949,32,20064,CLONAZEPAM,,,,,,,,,4621,97,826.32,0,0,
FL,,603,2950,28,20064,CLONAZEPAM,,,,,,,,,150,2,23.13,0,0,
FL,,603,3052,21,20064,COLCHICINE,,,,,,,,,4126,95,664.76,664.76,0,
FL,,603,3052,32,20064,COLCHICINE,,,,,,,,,1981,44,310.63,0,0,
FL,,603,3062,21,20064,CORTISONE ,,,,,,,,,105,2,42.93,0,0,
FL,,603,3116,21,20064,DECONGESTA,,,,,,,,,8,1,5.28,0,0,
FL,,603,3143,21,20064,DE-CONGEST,,,,,,,,,2537,96,782.57,782.57,0,
FL,,603,3143,28,20064,DE-CONGEST,,,,,,,,,20,1,7.33,0,0,
FL,,603,3265,21,20064,DICYCLOMIN,,,,,,,,,603,7,68.05,0,0,
FL,,603,3265,32,20064,DICYCLOMIN,,,,,,,,,424,7,55.63,0,0,
FL,,603,3266,21,20064,DICYCLOMIN,,,,,,,,,340,5,46.07,0,0,
FL,,603,3480,19,20064,DOXYCYCLIN,,,,,,,,,20,1,6.12,0,0,
FL,,603,3481,28,20064,DOXYCYCLIN,,,,,,,,,999,44,270.98,270.98,0,
FL,,603,3482,19,20064,DOXYCYCLIN,,,,,,,,,20,1,6,0,0,
FL,,603,3482,28,20064,DOXYCYCLIN,,,,,,,,,1030,40,260.46,0,0,
FL,,603,3508,16,20064,POTASSIUM ,,,,,,,,,780,20,460.15,0,0,
FL,,603,3623,32,20064,SOD FLUORI,,,,,,,,,30,1,4.96,0,0,
FL,,603,3714,32,20064,FOLIC ACID,,,,,,,,,11349,300,1978.82,1960.04,18.78,
FL,,603,3739,21,20064,FUROSEMIDE,,,,,,,,,1224,28,143.99,0,0,
FL,,603,3739,32,20064,FUROSEMIDE,,,,,,,,,16235,467,2579.11,2561.82,17.29,
FL,,603,3739,34,20064,FUROSEMIDE,,,,,,,,,2960,103,539.57,539.57,0,
FL,,603,3740,21,20064,FUROSEMIDE,,,,,,,,,547,16,85.36,0,0,
FL,,603,3740,32,20064,FUROSEMIDE,,,,,,,,,26318,676,3709.54,3709.54,0,
FL,,603,3740,34,20064,FUROSEMIDE,,,,,,,,,8777,230,1262.14,0,0,
FL,,603,3741,21,20064,FUROSEMIDE,,,,,,,,,1380,30,227.17,0,0,
FL,,603,3741,28,20064,FUROSEMIDE,,,,,,,,,2125,46,349.13,0,0,
FL,,603,3741,32,20064,FUROSEMIDE,,,,,,,,,1860,45,324.88,0,0,
FL,,603,3767,28,20064,GUAIFEN PS,,,,,,,,,34,2,23.76,19.81,3.95,
FL,,603,3774,21,20064,GUANFACINE,,,,,,,,,407,9,105.85,0,0,
FL,,603,3855,21,20064,HYDROCHLOR,,,,,,,,,6752,226,2360.5,2322.42,38.08,
FL,,603,3855,25,20064,HYDROCHLOR,,,,,,,,,1328,44,454.85,0,0,
FL,,603,3855,32,20064,HYDROCHLOR,,,,,,,,,2659,87,913.03,0,0,
FL,,603,3856,21,20064,HYDROCHLOR,,,,,,,,,10076,342,1724.06,1715.4,8.66,
FL,,603,3856,32,20064,HYDROCHLOR,,,,,,,,,42713,1424,7304.5,7235.23,69.27,
FL,,603,3856,34,20064,HYDROCHLOR,,,,,,,,,2100,68,349.77,0,0,
FL,,603,3857,21,20064,HYDROCHLOR,,,,,,,,,1221,41,254.42,0,0,
FL,,603,3857,32,20064,HYDROCHLOR,,,,,,,,,2258,71,444.85,0,0,
FL,,603,3880,21,20064,HYDROCODON,,,,,,,,,1047,37,294.92,0,0,
FL,,603,3881,16,20064,HYDROCODON,,,,,,,,,575,11,91.71,0,0,
FL,,603,3881,21,20064,HYDROCODON,,,,,,,,,1279,39,265.55,265.55,0,
FL,,603,3881,28,20064,HYDROCODON,,,,,,,,,16074,399,2945.17,2818.38,126.79,
FL,,603,3881,32,20064,HYDROCODON,,,,,,,,,13359,310,2368.92,2330.09,38.83,
FL,,603,3882,21,20064,HYDROCODON,,,,,,,,,5965,105,904.24,900.26,3.98,
FL,,603,3882,22,20064,HYDROCODON,,,,,,,,,90,1,11.16,0,0,
FL,,603,3882,28,20064,HYDROCODON,,,,,,,,,27139,574,4526.58,4486.53,40.05,
FL,,603,3882,32,20064,HYDROCODON,,,,,,,,,45285,810,6922.46,6826.33,96.13,
FL,,603,3883,21,20064,HYDROCODON,,,,,,,,,4599,51,524.01,0,0,
FL,,603,3883,28,20064,HYDROCODON,,,,,,,,,13849,208,1861.99,1861.99,0,
FL,,603,3883,32,20064,HYDROCODON,,,,,,,,,5811,87,772.38,0,0,
FL,,603,3884,21,20064,HYDROCODON,,,,,,,,,466,9,74.42,0,0,
FL,,603,3884,28,20064,HYDROCODON,,,,,,,,,176,6,39.1,0,0,
FL,,603,3885,21,20064,HYDROCODON,,,,,,,,,4206,58,670.16,0,0,
FL,,603,3885,28,20064,HYDROCODON,,,,,,,,,19000,249,2997,2997,0,
FL,,603,3885,32,20064,HYDROCODON,,,,,,,,,21498,233,3156.92,3111.78,45.14,
FL,,603,3886,21,20064,HYDROCODON,,,,,,,,,2936,31,1001.67,0,0,
FL,,603,3886,28,20064,HYDROCODON,,,,,,,,,1350,13,456.55,0,0,
FL,,603,3887,21,20064,HYDROCODON,,,,,,,,,37563,389,11654.11,11576.64,77.47,
FL,,603,3887,28,20064,HYDROCODON,,,,,,,,,10192,110,3183.36,3154.45,28.91,
FL,,603,3887,32,20064,HYDROCODON,,,,,,,,,4020,41,1202.03,0,0,
FL,,603,3888,21,20064,HYDROCODON,,,,,,,,,153270,2174,39980.52,39745.86,234.66,
FL,,603,3888,28,20064,HYDROCODON,,,,,,,,,42337,612,10918.3,0,0,
FL,,603,3888,32,20064,HYDROCODON,,,,,,,,,26426,378,6921.76,6867.57,54.19,
FL,,603,3889,21,20064,HYDROCODON,,,,,,,,,580,7,193.99,0,0,
FL,,603,3890,21,20064,HYDROCODON,,,,,,,,,240,2,80.54,0,0,
FL,,603,3891,21,20064,HYDROCODON,,,,,,,,,895,17,325.52,0,0,
FL,,603,3897,21,20064,HYDROCODON,,,,,,,,,60,1,49.61,0,0,
FL,,603,3925,21,20064,HYDROMORPH,,,,,,,,,190,3,42.01,0,0,
FL,,603,3926,21,20064,HYDROMORPH,,,,,,,,,90,2,29.63,0,0,
FL,,603,3967,21,20064,HYDROXYZIN,,,,,,,,,20579,436,7506.73,7472.17,34.56,
FL,,603,3968,21,20064,HYDROXYZIN,,,,,,,,,4252,81,2040.11,0,0,
FL,,603,3968,28,20064,HYDROXYZIN,,,,,,,,,52284,1093,25787.31,25639.8,147.51,
FL,,603,3968,32,20064,HYDROXYZIN,,,,,,,,,1964,37,802.71,802.71,0,
FL,,603,3969,21,20064,HYDROXYZIN,,,,,,,,,12887,254,8169.47,0,0,
FL,,603,4002,21,20064,HYOSCYAMIN,,,,,,,,,360,4,43.88,0,0,
FL,,603,4003,21,20064,HYOSCYAMIN,,,,,,,,,1020,11,89.05,0,0,
FL,,603,4004,21,20064,HYOSCYAMIN,,,,,,,,,450,5,161.95,0,0,
FL,,603,4005,21,20064,HYOSCYAMIN,,,,,,,,,300,5,83.15,0,0,
FL,,603,4018,21,20064,IBUPROFEN ,,,,,,,,,360,8,45.5,0,0,
FL,,603,4018,28,20064,IBUPROFEN ,,,,,,,,,1683,34,202.17,0,0,
FL,,603,4019,21,20064,IBUPROFEN ,,,,,,,,,393,9,56.23,56.23,0,
FL,,603,4019,28,20064,IBUPROFEN ,,,,,,,,,8046,166,1081.04,1081.04,0,
FL,,603,4020,21,20064,IBUPROFEN ,,,,,,,,,5374,92,716.92,0,0,
FL,,603,4020,28,20064,IBUPROFEN ,,,,,,,,,17087,286,2165.64,2165.64,0,
FL,,603,4117,21,20064,ISOSORBIDE,,,,,,,,,90,1,6.11,0,0,
FL,,603,4118,21,20064,ISOSORBIDE,,,,,,,,,332,6,38.46,0,0,
FL,,603,4122,21,20064,ISOSORBIDE,,,,,,,,,90,3,17.22,0,0,
FL,,603,4170,16,20064,K EFFERVES,,,,,,,,,870,23,249.83,0,0,
FL,,603,4173,16,20064,K+ POTASSI,,,,,,,,,30,1,7.86,0,0,
FL,,603,4244,32,20064,LORAZEPAM ,,,,,,,,,120,2,9.22,0,0,
FL,,603,4470,21,20064,METHAZOLAM,,,,,,,,,360,6,89.94,0,0,
FL,,603,4471,21,20064,METHAZOLAM,,,,,,,,,190,4,60.11,0,0,
FL,,603,4485,21,20064,METHOCARBA,,,,,,,,,45507,640,8253.09,8229.34,23.75,
FL,,603,4485,28,20064,METHOCARBA,,,,,,,,,5708,73,1005.1,0,0,
FL,,603,4486,21,20064,METHOCARBA,,,,,,,,,37874,535,7576.02,0,0,
FL,,603,4486,28,20064,METHOCARBA,,,,,,,,,25116,310,4843.91,0,0,
FL,,603,4593,15,20064,METHYLPRED,,,,,,,,,43952,2090,16581.24,16438.92,142.32,
FL,,603,4593,21,20064,METHYLPRED,,,,,,,,,5703,128,1488.56,0,0,
FL,,603,4614,32,20064,METOCLOPRA,,,,,,,,,240,2,26.54,0,0,
FL,,603,4615,32,20064,METOCLOPRA,,,,,,,,,220,2,24.23,0,0,
FL,,603,4710,21,20064,MULTI VIT/,,,,,,,,,9157,306,1879.61,0,0,
FL,,603,4711,21,20064,MULTIVIT/F,,,,,,,,,3774,128,749.42,0,0,
FL,,603,4711,32,20064,MULTIVIT/F,,,,,,,,,60,2,11.92,0,0,
FL,,603,4712,21,20064,MULTIVITS/,,,,,,,,,663,22,119.86,0,0,
FL,,603,4782,21,20064,NITROGLYCE,,,,,,,,,1050,15,172.65,0,0,
FL,,603,4783,21,20064,NITROGLYCE,,,,,,,,,360,6,63.24,0,0,
FL,,603,4975,21,20064,OXYBUTYNIN,,,,,,,,,5764,90,933.01,0,0,
FL,,603,4975,28,20064,OXYBUTYNIN,,,,,,,,,2631,45,429.24,0,0,
FL,,603,4975,32,20064,OXYBUTYNIN,,,,,,,,,3919,70,674.73,0,0,
FL,,603,4997,21,20064,OXYCODONE ,,,,,,,,,360,5,102.07,0,0,
FL,,603,4998,21,20064,OXYCODONE-,,,,,,,,,11782,254,2152.29,2144.45,7.84,
FL,,603,4998,28,20064,OXYCODONE ,,,,,,,,,9890,205,1780.68,0,0,
FL,,603,5043,21,20064,PAPAVERINE,,,,,,,,,1236,21,231.08,0,0,
FL,,603,5055,21,20064,PEMOLINE 1,,,,,,,,,60,2,41.53,0,0,
FL,,603,5090,21,20064,PERPHENAZI,,,,,,,,,3142,47,1141.8,1097.42,44.38,
FL,,603,5091,21,20064,PERPHENAZI,,,,,,,,,8096,130,3662.85,0,0,
FL,,603,5091,28,20064,PERPHENAZI,,,,,,,,,880,12,395.06,395.06,0,
FL,,603,5092,21,20064,PERPHENAZI,,,,,,,,,14519,205,8296.49,8124.18,172.31,
FL,,603,5092,28,20064,PERPHENAZI,,,,,,,,,1587,28,827.44,0,0,
FL,,603,5093,21,20064,PERPHENAZI,,,,,,,,,5089,92,4003.41,0,0,
FL,,603,5141,21,20064,PHENAZOPYR,,,,,,,,,4413,289,1826.91,1766.03,60.88,
FL,,603,5141,32,20064,PHENAZOPYR,,,,,,,,,237,11,76.88,0,0,
FL,,603,5142,21,20064,PHENAZOPYR,,,,,,,,,12550,925,6729.54,6729.54,0,
FL,,603,5142,32,20064,PHENAZOPYR,,,,,,,,,598,34,271.36,0,0,
FL,,603,5165,21,20064,PHENOBARBI,,,,,,,,,5420,56,303.13,0,0,
FL,,603,5165,32,20064,PHENOBARBI,,,,,,,,,13789,131,763.35,0,0,
FL,,603,5166,2,20064,PHENOBARBI,,,,,,,,,810,10,50.3,0,0,
FL,,603,5166,16,20064,PHENOBARBI,,,,,,,,,180,3,14.46,0,0,
FL,,603,5166,20,20064,PHENOBARBI,,,,,,,,,300,2,11.44,0,0,
FL,,603,5166,21,20064,PHENOBARBI,,,,,,,,,16811,228,1171.19,0,0,
FL,,603,5166,22,20064,PHENOBARBI,,,,,,,,,180,2,10.24,0,0,
FL,,603,5166,32,20064,PHENOBARBI,,,,,,,,,81283,927,4856.1,4826.55,29.55,
FL,,603,5167,21,20064,PHENOBARBI,,,,,,,,,56001,880,4806.6,4806.6,0,
FL,,603,5167,32,20064,PHENOBARBI,,,,,,,,,29742,524,2911.19,0,0,
FL,,603,5168,21,20064,PHENOBARBI,,,,,,,,,24005,499,2950.86,2950.86,0,
FL,,603,5168,32,20064,PHENOBARBI,,,,,,,,,2630,75,412.71,0,0,
FL,,603,5237,28,20064,POTASSIUM ,,,,,,,,,155,5,8.12,0,0,
FL,,603,5241,28,20064,POTASSIUM ,,,,,,,,,990,28,356.69,0,0,
FL,,603,5241,32,20064,POTASSIUM ,,,,,,,,,730,15,144.44,0,0,
FL,,603,5244,21,20064,POTASSIUM ,,,,,,,,,90,3,51.21,0,0,
FL,,603,5244,28,20064,POTASSIUM ,,,,,,,,,90,3,52.26,0,0,
FL,,603,5244,32,20064,POTASSIUM ,,,,,,,,,214,7,118.96,0,0,
FL,,603,5332,15,20064,PREDNISONE,,,,,,,,,21,1,7.4,0,0,
FL,,603,5332,31,20064,PREDNISONE,,,,,,,,,192,4,55.23,0,0,
FL,,603,5334,32,20064,PREDNISONE,,,,,,,,,168,3,23.1,0,0,
FL,,603,5335,21,20064,PREDNISONE,,,,,,,,,8999,81,1633.25,1579.42,53.83,
FL,,603,5335,32,20064,PREDNISONE,,,,,,,,,560,5,93.37,0,0,
FL,,603,5336,21,20064,PREDNISONE,,,,,,,,,2430,57,360.22,360.22,0,
FL,,603,5337,15,20064,PREDNISONE,,,,,,,,,4023,188,1168.86,1168.86,0,
FL,,603,5337,21,20064,PREDNISONE,,,,,,,,,2158,52,245.99,0,0,
